x1_mu,x2_alpha,y_homo
0.9592650369736004,-2.2361713440314253,-2.963441499908781
0.22085480696597523,0.17890822149196076,0.023341125138848492
-0.4969368590174542,1.5394581822063333,0.12823090810827786
-0.2512850103365447,-0.005117533072750133,1.023972596846045
-1.5149626459298942,-0.2149896014808177,-1.2434111580535747
0.34987894993947044,-0.2739191970436743,-0.5827818914304346
-0.9038056392863237,0.3846448796850911,-0.15051791995580183
1.1396458486208592,0.22129617619506775,-0.909183185297085
2.272591668760182,-0.5375515982459279,-1.4952382510812714
-1.0685644100931644,1.21379462778002,0.12692717358180367
1.2214876334285567,-0.42692937499635497,-0.665565303218161
-0.29347084531856493,-0.04750548777585715,-0.6098668444075349
-0.3408429448710886,-1.1878448545448188,-1.3848955430487335
-0.94972305487395,-0.053708603098263336,0.201414146951641
-0.3836612511421945,0.180975926599429,-1.2438358562102156
-1.0156898103255947,0.8581493492954122,-0.1018020977524276
1.0270659591635938,-1.056545580220559,-2.349904115312543
-0.20663253732709017,-0.38557527284698206,1.0059575010449686
2.5837042958614673,-1.3191441288690786,-2.691080252266165
0.16077003450282815,-1.213691168388177,-2.9152040256899783
2.4825721367366542,0.23577011194734837,-0.7837024320858403
-0.7945146005323045,-0.1881094350837254,0.4835314336840723
-1.5823208382175276,0.5376550576377718,-0.7509600996977712
0.27297044118664204,-0.10126582057004242,-0.4890439741893088
-1.0571799268896207,0.8571154967416773,0.005270962616363617
-0.1281428503515474,-1.2002510851896304,-0.6068199102896202
0.8952589425181218,-1.9508280392007518,1.8441871392024538
0.18107236288248094,-1.4328679097798538,-0.5326097843665714
0.4599289542403927,-0.6667831674627186,-1.5035298875494236
-0.7645987085585481,-0.8642490052259745,-0.7410040967570468
-0.8346765273892501,0.36810323882534224,0.23203953420144208
0.9137903512883341,-0.8621813001185062,-0.5854552695281477
-0.26912070068876315,0.27712421409672056,1.5910324994515286
-0.18569773765835143,0.17270510616955456,-0.5541571294268195
0.7458059769071563,0.8447092660968665,-0.2167874958595015
0.34715932339640154,-1.219894283710583,-0.39260680255812563
-0.8442900909833537,-0.004083680519015278,0.46630173061916436
-0.33445498485132247,0.9439591112553611,2.0509726482298976
0.10049552065295493,-0.9190431905738939,-1.7546422822419976
1.0689988056299797,-0.7236450579181063,-0.13910438388239627
1.0622946099656712,0.7392563056159641,1.257188316957627
2.272591668760182,-0.5375515982459279,0.35777997474123957
-0.6229251398033376,-0.42486166988888596,-0.7683455099521902
1.154761912430009,0.41359275118965233,-0.16892904091282457
-1.0934205317542347,-0.43106478521129216,-0.4169481213267733
-0.6211542201938975,0.13962182445005536,0.8609552675840465
-0.2001813301784153,-0.9841759014591567,-1.1881287524834394
0.3028230860314897,0.6338033451350633,0.26453629800493517
1.2947910558335962,-0.4755204450218682,-0.18854464247637798
0.3458943808182302,0.74752712604584,-1.6541373669175816
-0.7315837072682714,-0.67195243023139,0.9679678859476719
0.7926720994284112,0.9749746878673906,-0.7476699721379382
1.4314048542761206,-0.8663167103334435,-0.9140528256000126
0.25355357261170897,-0.7453559615465272,-0.10542246399229094
-0.8110853483063514,-0.6616139046940466,-1.5298454265565247
-0.7007823554897947,1.1869144613829286,1.7966816015104845
-1.6463269326730066,-2.20618961997313,-4.247425291836599
-0.5538592750351726,0.1985514200129127,2.241593566614878
-0.7413237651201919,0.3060720856012818,0.35032681385387177
-1.5905429649756424,-0.055776308205731574,0.3174899301093747
0.7041261189564048,-1.9384218085559393,-0.5580685395193415
-1.4799237365145428,0.34329077753571746,1.3453957705019777
-1.6182452074375988,2.1969884063813647,-1.4372052858510826
-1.2659586994168304,0.6968683509128571,-0.4623615595102775
-0.7609303750818506,1.4184974334194171,2.9505767161139804
3.15122078355812,0.1623665806322104,-1.8589415351235876
1.790016075187747,0.8922664835686448,-0.6506600732075611
-0.7862924737741896,0.7919827858564152,0.8001723988654376
-0.8440371024677195,0.4652853788763686,-0.35272987350260443
1.5993892286572986,-0.5127391369563038,0.10567787127588602
1.6935009564732595,-1.796784008694337,-0.3201396219473605
0.2758165619875278,0.3650016811641391,-0.6366063462881478
-0.6648579862697235,1.412294318097011,-1.1027445137598928
-0.418194183526277,-0.31837485685425027,0.5891635911917203
-0.8435943725653594,1.1104093724065875,-0.12750698293291862
1.9025959646450121,0.3164106111386259,-1.313396265333862
-1.2177643871884953,-0.6657493149089845,-1.0781507214253747
0.17019385671020593,1.6966037703739505,-1.4198207744485245
-0.36911441149322194,-0.6781555455537961,0.35919053081231195
0.7401137353053846,-1.5300500498308809,-1.0872734627580127
0.3302723399778118,-2.069721082880199,-0.5923846456471855
0.39282375046839346,-1.3315503595138902,0.32944012234020714
-1.4706896556938909,0.7216808122024819,-0.6016273120640171
-0.1366179656252965,0.12514788869777474,0.445418709586142
1.0284573959995826,-0.9748712284755474,0.30694224184065166
2.153370830767516,-0.5127391369563038,-0.3832213311448186
0.13351052194323165,-2.0593825573428557,-2.5754160647012503
-1.6448090015792005,-2.410892425612526,-1.5926817733768528
1.3537373799763894,-0.21705730658828667,-1.2261270063169025
-1.2373077500212453,0.48906398761225855,3.0265737552653844
1.1558371136214551,-0.6006166040237217,-0.7466256005385954
1.5090723285758518,-0.041302372453450954,-1.4297591757394645
1.4545533034566596,-0.4352001954262294,-1.6026669102322373
-1.5917446604249053,0.15409576020233598,1.6173783657223662
-0.20897268109670739,0.6948006458053889,0.27543124282616166
0.512993295394688,0.027965748646748327,-0.052186690995259744
-0.3889107628416063,0.1199786259291034,-0.2641868966610506
-0.8462507519795197,-0.0671486862968091,-0.6471031253326405
2.123138703149217,-0.6874602185374047,-0.46526785171895346
0.5632115157480974,-0.027862289254905186,-0.21338091039985796
0.7103243375894454,0.0165933705556708,1.7811015453884125
-0.7130522984980585,1.3409584918893427,2.808764745769091
-0.6632135609181006,0.14582493977246155,2.87083350281275
-1.261657894651047,-0.11573975632232304,-0.6136032266042817
0.2987120226524323,-1.3398211799437647,-0.10759709315433597
